entity_id,legal_name,short_name,country_code,sector,credit_rating,lei,incorporated_date,num_employees,annual_revenue_usd
ENT-000379,Boone LLC Inc,Boone LLC,CA,Telecommunications,BBB+,D07000EN48UACT49LN96,1919-02-16,207267,34399302772
ENT-000380,"Richardson, Farmer and Andrews Corporation","Richardson, Farmer",IT,Healthcare,BBB-,3KHY00FK043BLSYJ4U90,1967-08-05,30844,10020879539
ENT-000381,Bruce-Villegas NV,Bruce-Villegas NV,SG,Insurance,BBB-,7I0700140K36FAOPRM60,1950-09-01,365111,16849530661
ENT-000382,"Austin, Day and Johnson AG","Austin, Day",AT,Industrials,A+,E1U2004ZQFEZKFH00A83,1967-07-26,498292,29990570484
ENT-000383,"Gallegos, Adams and White AG","Gallegos, Adams",CH,Technology,NR,,1932-03-26,495495,4520433342
ENT-000384,"Farmer, Dorsey and Bell Holdings","Farmer, Dorsey",BE,Private Equity,B,V8WO00BIRY8XNY2X1593,1965-11-28,6093,4810465027
ENT-000385,Kane PLC GmbH,Kane PLC,DE,Energy,AAA,X6IV009RYDVN9ZKELZ78,1970-08-29,291545,37870814551
ENT-000386,"Morales, Thomas and Schultz NV","Morales, Thomas",BE,Telecommunications,BBB,SVZ200E186GVGT2EEH30,1906-04-14,44370,8503827876
ENT-000387,Davis PLC BV,Davis PLC,BE,Consumer Goods,AA-,8G9X00IB86KTFRL69V75,2018-11-23,429802,13077139644
ENT-000388,Bennett Group Corp,Bennett Group,US,Telecommunications,A-,K38V00HMEWCJN6OCJP98,1912-08-30,330085,20326783921
ENT-000389,Moore-Collins GmbH,Moore-Collins GmbH,SG,Asset Management,BBB+,UXSF003L2N8IJTYOLD52,1949-02-06,5181,26190582320
ENT-000390,Frank-Bradley Group,Frank-Bradley Group,HK,Telecommunications,BB-,D7G000L3RTZ5TV6G8O54,1985-07-25,310551,17727887616
ENT-000391,Ware and Sons Holdings,Ware and,GB,Consumer Goods,BBB+,ZXFU00J7XN1YPQPMQK64,1954-10-05,333265,7979811980
ENT-000392,Webster Inc Group,Webster Inc,CA,Consumer Goods,AA-,LDC0008FC0TR58PS0R75,1972-10-02,7297,15531932707
ENT-000393,"Miller, Ramos and Coleman Holdings","Miller, Ramos",GB,Technology,AA+,Z0I000835TVV8Y5SIC27,1975-11-07,259798,10218234238
ENT-000394,"Ramos, Nelson and Fischer Holdings","Ramos, Nelson",SE,Transportation,BBB+,,1996-09-25,446062,17686197227
ENT-000395,Reed Inc PLC,Reed Inc,CA,Technology,A,JAWO00778S6764CAQK23,1972-02-22,185887,4333136759
ENT-000396,Gregory-Watkins Group,Gregory-Watkins Group,NO,Technology,B+,DSFE00RFXIOKPG3DP430,1901-01-16,188353,15931076182
ENT-000397,"Estrada, Williams and Foster Capital","Estrada, Williams",FR,Asset Management,AA-,BO0600FHRXJPT2ZL1574,1919-05-11,415619,8680882632
ENT-000398,"Brown, Harris and Dougherty AG","Brown, Harris",JP,Industrials,B+,AYB300PVARKCPW0GKE43,1935-08-09,248466,7773786670
ENT-000399,Duran LLC Group,Duran LLC,BE,Energy,NR,G4WF00EOJGFAH5NSZ938,1911-01-04,267325,44784036769
ENT-000400,Wilson-Jimenez Inc,Wilson-Jimenez Inc,US,Insurance,AAA,JKMP00LBBB0HQ6DG8N48,2022-07-18,289295,22034605461
ENT-000401,Thompson-James AB,Thompson-James AB,SE,Telecommunications,BB+,N2TN00XHN5E0EV6XGZ22,1954-02-04,380302,16153420514
ENT-000402,"Hall, Hansen and Barnett GmbH","Hall, Hansen",AT,Real Estate,BBB,BGTJ0054696QZ6CP7S12,1923-02-19,151873,2431802140
ENT-000403,Jones-Hensley & Partners,Jones-Hensley &,SG,Consumer Goods,BBB,OY5800F1N2OJGFHZ5268,1954-06-11,446952,18126306509
ENT-000404,Graham Group SAS,Graham Group,AU,Insurance,BBB,GBIB00F57J2XI3TAMV57,1923-12-23,214099,42513128359
ENT-000405,Atkins PLC Capital,Atkins PLC,CA,Telecommunications,A-,C33H008G8T922D0NX591,1979-05-06,115688,18572668290
ENT-000406,Berry-Mckinney Corp,Berry-Mckinney Corp,SG,Materials,BB-,31FI000N6DGG5GR0XA30,2009-01-23,98496,8888337769
ENT-000407,Roberts-Sullivan Holdings,Roberts-Sullivan Holdings,DE,Banking,AAA,QXO000E1ADNDA37E1J90,1919-01-31,284368,7333566639
ENT-000408,Jackson-Meza PLC,Jackson-Meza PLC,SG,Hedge Fund,B+,163L00RITJTABTD5OA38,1969-02-24,77277,44467227458
ENT-000409,Collier-Gillespie BV,Collier-Gillespie BV,CA,Telecommunications,BB+,5N5300EGDD8MWE776V32,2007-08-04,95097,28688047639
ENT-000410,Kim Inc SA,Kim Inc,JP,Real Estate,BBB-,,1962-07-06,458972,17626313204
ENT-000411,Graham Group Inc,Graham Group,ES,Insurance,BB+,73ZC00A7FXLOZ2RCU845,1922-11-20,95363,29066443279
ENT-000412,"Miller, Harrell and Reese Group","Miller, Harrell",SE,Consumer Goods,AA,PYO200M2XIPRTT3NUP83,1942-03-15,189649,12897311715
ENT-000413,Cook and Sons Capital,Cook and,GB,Consumer Goods,A+,RED600M42FQ4T7PHI025,1967-09-24,384355,47357899242
ENT-000414,Dixon Inc Capital,Dixon Inc,NO,Energy,BB+,ZXC4005BNCCU3FG00Z48,1979-08-31,409687,17236703223
ENT-000415,"Hicks, Bullock and Bailey Capital","Hicks, Bullock",FR,Asset Management,A-,5B1S00A3Y5T37SZPF976,1971-11-05,324567,13125506419
ENT-000416,"Mullen, Brewer and Hernandez Group","Mullen, Brewer",DK,Private Equity,A,0U4300QLX3F2XHDCV413,1997-03-05,55828,13165545573
ENT-000417,Thomas and Sons Corporation,Thomas and,IE,Technology,BB-,6GH700IDUB9RBDL91874,1963-11-07,67914,45967660987
ENT-000418,Morrison Ltd SAS,Morrison Ltd,FR,Utilities,A,6SS100A2R5BFYCW8IH97,1990-01-03,270700,45564286728
ENT-000419,Thompson Ltd Group,Thompson Ltd,BE,Healthcare,A+,,1960-10-31,152494,40202352636
ENT-000420,Marshall-Elliott Holdings,Marshall-Elliott Holdings,NO,Asset Management,BBB-,ZYI900V8U9DA1L526R68,1928-12-22,35746,39857900397
ENT-000421,"Cole, Glass and Cunningham Holdings","Cole, Glass",SE,Telecommunications,BB+,CZQ90091P778RNKOWY66,1967-01-19,43783,28699934326
ENT-000422,"Downs, Morris and Maddox Holdings","Downs, Morris",BE,Healthcare,B,59B900C2ZUFDNU4I5Y54,1919-08-01,45005,48019008441
ENT-000423,Hernandez-Jones Capital,Hernandez-Jones Capital,FR,Utilities,B+,,1935-10-17,210522,5706911685
ENT-000424,Welch-Hogan NV,Welch-Hogan NV,NL,Hedge Fund,AAA,VH0E00QT8FHU91C32937,2022-09-03,221742,18338958006
ENT-000425,"Brown, Romero and Collins Holdings","Brown, Romero",CH,Consumer Goods,A,COKZ005SYJ3D6M1FMP70,1978-05-17,185970,28219396087
ENT-000426,Johnson-Wood Group,Johnson-Wood Group,GB,Private Equity,AAA,6H0U00FX3030A67RL296,1980-11-04,494583,43489724232
ENT-000427,Jones-Lin & Co,Jones-Lin &,IT,Industrials,B,UB0G00Z1VHHGY8NNKL25,1974-04-18,215170,22985600951
ENT-000428,Gilbert PLC AG,Gilbert PLC,AT,Insurance,AAA,9M7Q00NTFPKXYWZ76D21,2010-07-30,488906,6061500014
ENT-000429,Ford-Spencer NV,Ford-Spencer NV,ES,Banking,BB,WTWS003Y4H1TE48M2Q92,1940-03-07,266118,18398040900
ENT-000430,"Huang, Cole and Pacheco Corporation","Huang, Cole",AU,Real Estate,BB-,66YA006BA24S0LGUPU60,1909-04-04,420138,42657459056
ENT-000431,"Lopez, Jacobs and Mason AB","Lopez, Jacobs",NO,Insurance,AAA,W9G600SPD2SW24WJT836,1978-06-27,6059,11138187990
ENT-000432,Hayes LLC Capital,Hayes LLC,GB,Banking,BBB,T9UA0009W1GXHG403N43,1914-11-21,490206,43567258368
ENT-000433,"Miller, Lucas and Williams Ltd","Miller, Lucas",GB,Industrials,B+,UDQV00DK6DRN4ORAC819,1967-05-02,466476,44296610013
ENT-000434,"Kim, Gonzales and Mills & Partners","Kim, Gonzales",IT,Telecommunications,A+,GAGU00VB99RWTF07GB12,1938-10-24,454501,5862260692
ENT-000435,Cox LLC NV,Cox LLC,SG,Insurance,BBB-,EDYE00JHDZXQ3P87JH45,1929-09-22,416346,33166096658
ENT-000436,Ortiz-Morgan Capital,Ortiz-Morgan Capital,NO,Real Estate,BBB,,1957-03-12,326594,39116768521
ENT-000437,"Williams, Mccoy and Cook Holdings","Williams, Mccoy",DK,Hedge Fund,AA,UNWC00GBSVK3X8MBGL33,1938-08-12,344443,23071205294
ENT-000438,Davis-Gregory Holdings,Davis-Gregory Holdings,JP,Transportation,B+,ELAL00Q26UNVSDKV5419,2022-05-25,396477,23344130159
ENT-000439,King-York NV,King-York NV,NL,Transportation,AA+,BRBJ00EQVVIAA2UAQE61,1960-07-16,338058,4364956279
ENT-000440,"Marks, Cook and Aguilar AG","Marks, Cook",ES,Banking,AAA,20J100OULWOZQ48ENW13,1924-11-23,55131,25742159888
ENT-000441,Rangel LLC Group,Rangel LLC,NO,Transportation,A+,D03300TAYB5BBKJY2N99,2004-09-09,241546,9105007276
ENT-000442,"Hale, Myers and Larson Holdings","Hale, Myers",NL,Industrials,B,,2019-11-26,64168,36600796415
ENT-000443,Collins Group Corporation,Collins Group,HK,Healthcare,BB-,X9L000IJKCU5X0HC8C11,1933-09-20,255676,21923909690
ENT-000444,"Conner, Li and Santiago Corp","Conner, Li",SG,Industrials,BBB-,1SL700ZX4DE7NQWHOC64,2003-07-30,339949,9028397658
ENT-000445,"Osborn, Gaines and Davis LLC","Osborn, Gaines",IT,Hedge Fund,AAA,,1982-09-10,98067,1145811176
ENT-000446,"Henderson, Cox and Cox GmbH","Henderson, Cox",ES,Telecommunications,NR,QJ7D00PFSSBJDX0PKO86,1993-01-21,227323,43418717071
ENT-000447,Bean LLC LLC,Bean LLC,US,Industrials,BBB-,8HBB00JCDIWZOD05JH36,2006-12-30,150993,3152100372
ENT-000448,Lee-Cooke SA,Lee-Cooke SA,FR,Real Estate,BB,6W0400YGYFLQ8XPA9531,1985-01-07,305753,30069193844
ENT-000449,Jones Inc PLC,Jones Inc,HK,Materials,BB,BAYK00IS11D2MRMTXJ68,1954-01-13,372336,42278457189
ENT-000450,"Wise, Conley and Stephenson Partners","Wise, Conley",ES,Industrials,B,Y0A9004XFRI09M0G8W45,1994-07-18,91735,24391504303
ENT-000451,Stanley PLC Group,Stanley PLC,NL,Real Estate,A,P9LB00SMWPQ82K8RYQ29,1954-06-26,255246,5533134384
ENT-000452,Harper and Sons Inc,Harper and,CA,Consumer Goods,A-,BKVB00LPXAJMK4X1FD44,1977-07-10,306836,8238963287
ENT-000453,White Ltd BV,White Ltd,CA,Telecommunications,A-,RM3W00P8DJKLUYLUYH27,1954-01-08,159915,17547609476
ENT-000454,"Lamb, Martin and Kim AB","Lamb, Martin",LU,Telecommunications,A,,1967-06-18,410215,6171507667
ENT-000455,Diaz-Ball Inc,Diaz-Ball Inc,JP,Real Estate,BBB-,YSYM00MQ8Q6A1DF62U57,1909-08-10,396023,29399612164
ENT-000456,Bishop-Goodwin Corporation,Bishop-Goodwin Corporation,JP,Telecommunications,A+,A35Q00BB3XMDKRLC0Y16,2000-11-06,388205,34219300425
ENT-000457,Young-Allen NV,Young-Allen NV,JP,Banking,AA-,Y4KL009ARYEAVEDHR366,1953-10-25,212114,38000803623
ENT-000458,Mckee-Lee GmbH,Mckee-Lee GmbH,AU,Energy,BB-,Y4WP00WG3XG0TRKY8R95,1919-04-06,243260,10414678253
ENT-000459,"Valentine, Joyce and Murray Limited","Valentine, Joyce",GB,Transportation,BB-,EOUB00XXQ6MF5QAFS436,1992-01-21,32917,43699231351
ENT-000460,Strickland-Shaw GmbH,Strickland-Shaw GmbH,JP,Asset Management,BB+,ZMZ200K1KO6XNQXU7177,2005-08-29,304477,40149863254
ENT-000461,Burch-Montoya Limited,Burch-Montoya Limited,IE,Banking,BBB,CB0I00XRYLI172D50N63,1920-07-17,19627,30377895575
ENT-000462,"Taylor, Wright and Davidson AB","Taylor, Wright",SE,Industrials,AA-,47LZ00N9UHJPKHF33G84,1936-07-10,17436,12068996127
ENT-000463,Spencer-Garcia Capital,Spencer-Garcia Capital,GB,Energy,AA,OTCG0006XR3URMWUEC64,2002-02-14,40979,19401527569
ENT-000464,"Rosales, Mitchell and Hines SA","Rosales, Mitchell",FR,Telecommunications,AA-,IVLI0077JZC58CU47S61,2004-07-26,246938,21410228217
ENT-000465,Cole-Palmer PLC,Cole-Palmer PLC,GB,Energy,AA,PH5C00H3L16CR3UV4354,1998-12-11,251024,12655653559
ENT-000466,Davis-Lozano Ltd,Davis-Lozano Ltd,AU,Energy,BB-,DRIM00R25I7A2HVNYA71,1922-06-22,225306,28782126626
ENT-000467,Wilkerson-Arias AG,Wilkerson-Arias AG,AT,Insurance,AA+,P69N00GPCIVI052U9A41,1922-09-27,229939,17955612278
ENT-000468,Brown-Shaw Partners,Brown-Shaw Partners,US,Telecommunications,BBB-,V69E00OXXC7HZ364PK56,2017-04-14,128044,22623991640
ENT-000469,Hughes Inc Group,Hughes Inc,AT,Insurance,AAA,B6ZW00KHE9I0HN3F9Z93,1989-07-09,438485,17324950880
ENT-000470,Walker-Flores SAS,Walker-Flores SAS,AU,Transportation,BBB,K8C400NANPINXTXB1787,2006-01-14,113541,3252473514
ENT-000471,Combs Ltd Holdings,Combs Ltd,NL,Consumer Goods,BBB+,W5270013T87K9TPZ1J58,1923-08-31,475912,17245181464
ENT-000472,Moody-Taylor PLC,Moody-Taylor PLC,AU,Healthcare,AA+,ITMO00WNX23VEULJGQ66,1964-05-14,251777,15275616816
ENT-000473,Lowery-Kennedy Capital,Lowery-Kennedy Capital,NO,Real Estate,BB+,7JVL00CG1J5EWFWBEB97,1907-07-13,290155,15966029736
ENT-000474,Blake Group LLC,Blake Group,US,Private Equity,AAA,,2021-09-21,442997,35877400819
ENT-000475,Gilbert-Bullock LLC,Gilbert-Bullock LLC,US,Healthcare,BBB-,MCPS00ILN3OX5FL2MO93,2011-08-04,16345,22163474802
ENT-000476,Scott and Sons Corp,Scott and,US,Real Estate,B+,FVDH00LZ02Z7NUXF1X19,1996-09-15,384337,38132879537
ENT-000477,"Bentley, Lynch and Henderson LLC","Bentley, Lynch",US,Telecommunications,AA,XSLH00U6L29IL9YQ8O20,1965-01-03,342543,40734233492
ENT-000478,Young-Martinez Corporation,Young-Martinez Corporation,HK,Transportation,A,PU3E00T1OVEJKLCP9U90,1981-06-22,8142,5011343064
ENT-000479,Barnes PLC Holdings,Barnes PLC,NO,Transportation,BB+,T70E00BPY9E576MOUZ25,2006-02-17,319174,6943471242
ENT-000480,Brown-Copeland Capital,Brown-Copeland Capital,US,Healthcare,BB-,786W000P1Z00V3SFAV96,1957-07-01,229955,35118854698
ENT-000481,Carlson-Smith & Partners,Carlson-Smith &,LU,Private Equity,BB+,1IRB00SSS7KN18B85065,1917-11-06,182119,9813202457
ENT-000482,"Andrews, Higgins and Carter SAS","Andrews, Higgins",FR,Banking,NR,RIG700JVDIKDTSGVB678,1904-08-17,193755,18052452864
ENT-000483,Mendez and Sons Limited,Mendez and,LU,Technology,A,QEQ700Z7E5RDEKY82038,1990-12-25,175823,31250746029
ENT-000484,"Butler, Beck and Miller BV","Butler, Beck",BE,Private Equity,NR,CY6B00DZSGU4W8WIV538,1927-03-05,254031,12085574708
ENT-000485,Jones-Fox Corp,Jones-Fox Corp,ES,Transportation,BBB-,H584000ACUHGPJNVWR94,1941-08-11,458782,44204401274
ENT-000486,"Hartman, Romero and Smith Inc","Hartman, Romero",ES,Utilities,NR,WVTK00H861PQIPG8XM60,1987-10-10,315137,44719312010
ENT-000487,Williams-Hughes BV,Williams-Hughes BV,HK,Hedge Fund,A,JH4O00ULYO3PJBRHWB67,1996-03-06,108118,46297923308
ENT-000488,King-Smith Group,King-Smith Group,FR,Asset Management,AAA,,1903-10-16,420705,5923667911
ENT-000489,Cooper Ltd NV,Cooper Ltd,NL,Industrials,AA+,,1993-01-23,110353,35915036371
ENT-000490,"Fuller, Ingram and Moss Group","Fuller, Ingram",SG,Energy,BBB+,,1952-01-26,420114,23080738629
ENT-000491,Anderson-Bell Capital,Anderson-Bell Capital,NO,Asset Management,BBB,07BA007DORFKI1IJE293,1915-03-29,40132,34677194544
ENT-000492,Li-Thompson Holdings,Li-Thompson Holdings,NO,Energy,AA,0T7D00VO342P0KQD8U58,1939-11-18,213044,19589429781
ENT-000493,"Marshall, Dominguez and Welch Partners","Marshall, Dominguez",ES,Insurance,AA-,ZSN900081ZQUA1QRDL28,2000-08-22,88748,34111130884
ENT-000494,Brown Group & Co,Brown Group,LU,Telecommunications,NR,FWR000UI1JLMFLUOAY81,1956-03-01,341850,22487429222
ENT-000495,Carter Inc & Co,Carter Inc,IT,Asset Management,B+,S49C00DZN1F0FP8BPG77,1971-09-01,4864,5569603250
ENT-000496,Blackwell LLC Holdings,Blackwell LLC,NO,Telecommunications,BB+,,2010-05-15,466387,40250952130
ENT-000497,Robertson-Hays Group,Robertson-Hays Group,CH,Insurance,AAA,SHWZ00SJQ77Z4ES3AO29,1955-12-15,367779,13691057435
ENT-000498,"Kennedy, Johnson and Lucas SAS","Kennedy, Johnson",FR,Insurance,A+,LCQF00MUIW7J35VLWO42,1918-06-24,383085,18109578218
ENT-000499,Kelly-Norman GmbH,Kelly-Norman GmbH,CH,Asset Management,A,D2V100L1VJ35YRG29D88,1985-04-25,458559,21475996768
ENT-000500,"Rivera, Martinez and Richardson AG","Rivera, Martinez",DE,Asset Management,B,,1976-05-01,348578,23500825643
ENT-000501,Paul-Kline GmbH,Paul-Kline GmbH,CA,Industrials,AA-,EUNN00RLST54884Z4U72,2000-02-08,471744,44819859143
ENT-000502,Morgan-Lopez AB,Morgan-Lopez AB,SE,Transportation,BB,541M00PW57GN79HMHV52,1945-07-14,263618,3958187064
ENT-000503,"Jimenez, Glass and Stone LLC","Jimenez, Glass",IE,Banking,BB,XXO900ZJCUBZQVQG0X79,1905-03-05,321356,47902693814
ENT-000504,Acosta Inc GmbH,Acosta Inc,CH,Insurance,B+,,1921-06-06,29395,44854066992
ENT-000505,Morrison-Short Capital,Morrison-Short Capital,US,Banking,AA,4J4X000LY66G9ZNAXO95,1934-08-15,432572,37629567216
ENT-000506,"Carter, Garcia and Murphy Limited","Carter, Garcia",JP,Asset Management,AA,DPJH00SG04AJMMUZUQ24,1933-04-25,166472,45488736559
ENT-000507,Parker-Morrison Group,Parker-Morrison Group,GB,Hedge Fund,A-,2HNC000I4X6G1EBZGF50,1948-12-13,463254,9445697937
ENT-000508,Jackson-Wallace SA,Jackson-Wallace SA,CA,Hedge Fund,BB+,PDMN001S3YG8VFU9PX97,1990-05-23,289213,20591440360
ENT-000509,Williams-Berg Group,Williams-Berg Group,DE,Healthcare,BB+,HHJ700SWRQLUX6LDM630,1960-05-30,339686,8173336335
ENT-000510,Mendez-Graham & Co,Mendez-Graham &,CH,Asset Management,B,,1998-02-09,97611,3230109441
ENT-000511,"Whitney, Gould and Jones Holdings","Whitney, Gould",IT,Energy,AAA,QUPO004JNMYK8516SP44,1929-06-07,268552,15135931794
ENT-000512,"Sullivan, Palmer and Brady AG","Sullivan, Palmer",LU,Asset Management,BB,EL8800L12QFAF5KCIH21,1900-11-21,250275,22159252780
ENT-000513,Cisneros and Sons SA,Cisneros and,FR,Technology,NR,YZ6Y003Z1DE1E1630P60,2020-03-13,388208,42821893167
ENT-000514,"Gregory, Kim and Martinez Limited","Gregory, Kim",GB,Energy,NR,V1NM003V16XEGHPMXP46,1906-04-02,136859,10401380759
ENT-000515,Osborne LLC & Co,Osborne LLC,CH,Energy,BBB,SD3M000XO3FESYAXYP16,2013-10-12,60805,36293733031
ENT-000516,Reyes-Bradley AB,Reyes-Bradley AB,SE,Healthcare,BBB-,Z48E00GP15CA8ZJSW565,1907-02-25,63737,33792459100
ENT-000517,"Hernandez, Cole and Watson Corp","Hernandez, Cole",IT,Insurance,AA-,6YJM00K3TGMALWVMB041,1922-08-15,381055,43571015570
ENT-000518,Hines-Berry SAS,Hines-Berry SAS,ES,Transportation,BBB-,J8YI00340SQCNF9W5N20,1975-10-25,210112,8686170904
ENT-000519,"Richardson, Edwards and Ramirez Corp","Richardson, Edwards",AU,Private Equity,AA+,0C68002U9WT2YBUH7J98,2008-06-27,209028,12497365682
ENT-000520,Johnson and Sons Capital,Johnson and,CA,Technology,BB-,OAOE00JV9LHALCKZ3V91,1985-05-04,487531,2395219111
ENT-000521,Holmes-Mcintyre Group,Holmes-Mcintyre Group,NL,Private Equity,BB+,MPQ000HZYJB48WUMH957,1981-01-05,353642,2007482296
ENT-000522,Green LLC SA,Green LLC,JP,Asset Management,A,GMP900A9URI7EV4DH983,1971-12-22,288405,23229500143
ENT-000523,"Griffin, Davies and Mitchell NV","Griffin, Davies",SG,Private Equity,AAA,VLND00581LTO4RQ3Q732,1995-07-30,435098,44942730078
ENT-000524,Gonzalez-Taylor AG,Gonzalez-Taylor AG,CH,Technology,AAA,DUPP00GBIVSCUOAVFW97,2007-11-25,463224,46342281142
ENT-000525,Hayes Ltd Capital,Hayes Ltd,DK,Telecommunications,AA-,54FN005G77LK6HQIV932,2008-05-18,439298,13569046659
ENT-000526,Osborn-Cochran SA,Osborn-Cochran SA,IT,Utilities,BB-,C0YO00SQN285TZV9ZP17,1907-03-01,190522,48960276634
ENT-000527,Contreras-Mckinney Holdings,Contreras-Mckinney Holdings,BE,Utilities,BBB+,P2D4001U2ZNXFIRJLY68,1946-08-27,179548,48513010021
ENT-000528,"Daniels, Vance and York Inc","Daniels, Vance",IT,Asset Management,BBB-,QJJB00FSA5UZLZUKZY29,1968-12-10,134912,15619875279
ENT-000529,"Mckinney, Graves and Thompson Holdings","Mckinney, Graves",GB,Private Equity,A+,,2004-10-30,6336,22589141940
ENT-000530,Hicks-Martinez Group,Hicks-Martinez Group,BE,Hedge Fund,BBB-,9OWG00MF4LN5RGSG6A18,1937-01-15,117613,17824594482
ENT-000531,Conner and Sons GmbH,Conner and,IE,Telecommunications,AA,2XMQ0066442SIHXODL18,1910-01-17,234174,36793805625
ENT-000532,Johnson-Spencer AG,Johnson-Spencer AG,HK,Hedge Fund,NR,2G7400IZG9JJ0076EK36,1983-04-22,51531,3356241519
ENT-000533,Mcdonald-Bird NV,Mcdonald-Bird NV,NL,Private Equity,B+,CRPR00DVVKAP6ZPXVW68,2007-11-26,141957,45065495935
ENT-000534,Salazar Inc AG,Salazar Inc,CH,Utilities,B+,RKXJ00TMYSWE1GA6SR32,2020-10-02,159729,33767261256
ENT-000535,Parker Ltd BV,Parker Ltd,NL,Technology,NR,TG2100HSLTDKVUFF1230,2017-04-04,312081,29157553372
ENT-000536,"Mendoza, Jenkins and Ortiz AB","Mendoza, Jenkins",AU,Utilities,BBB,J74N00L03LLU1A7BOX27,1903-07-01,429157,15910114482
ENT-000537,"Jones, Compton and Day NV","Jones, Compton",SG,Consumer Goods,NR,J3AP00NU02WPJCF07V15,1944-10-30,146885,42893634285
ENT-000538,Owens-Holmes SAS,Owens-Holmes SAS,LU,Real Estate,BBB,DXJN007DE0L1OFFKHD41,1999-11-20,278421,20690288877
ENT-000539,Humphrey PLC Ltd,Humphrey PLC,GB,Insurance,B+,15Z0008N10HLINH8JV12,1976-09-04,207789,33526893074
ENT-000540,"Matthews, Saunders and Anderson Partners","Matthews, Saunders",US,Telecommunications,AA,C9NU00985LTKMCCDUE30,2002-12-24,483664,40666769312
ENT-000541,"Bartlett, Brown and Martinez Capital","Bartlett, Brown",SG,Materials,BB-,1PJQ0050XCXMSY3PAU10,1903-05-22,4486,22442291710
ENT-000542,Torres and Sons Group,Torres and,NO,Telecommunications,BB,4V1T00XH376ZUGFLDT15,1912-06-06,171693,25213946271
ENT-000543,Donovan-Perez NV,Donovan-Perez NV,HK,Hedge Fund,A-,HF9I0071A57E8A54HB66,1968-04-10,309453,7793315664
ENT-000544,"Jacobson, Singleton and King Holdings","Jacobson, Singleton",DE,Transportation,AA-,,1929-03-24,396689,5195455543
ENT-000545,"Huber, Hill and Weber BV","Huber, Hill",ES,Materials,BBB-,M9OH00DSRS8ANP8DML18,1941-02-26,367648,43312489279
ENT-000546,"Ferguson, Shaw and Jackson AB","Ferguson, Shaw",DK,Private Equity,BB+,,1908-02-22,73796,16524620769
ENT-000547,"Moore, Hopkins and Le & Co","Moore, Hopkins",CH,Transportation,AA-,EFZ100C25XNOFG780333,1929-02-19,15728,15021986031
ENT-000548,"Morgan, Bradshaw and Williams Limited","Morgan, Bradshaw",CA,Energy,AA,N4WB00ABQ0FOT10GDM38,1920-03-03,249408,38217334908
ENT-000549,Miller Ltd AG,Miller Ltd,IT,Industrials,AA,VWLQ006EXNWZR04HHE28,1917-01-04,376065,18914442478
ENT-000550,"Baker, Clark and Armstrong Partners","Baker, Clark",IE,Banking,A-,IGXL009YSU51EPXU7B59,1932-09-08,7518,43563757714
ENT-000551,"Fowler, Jimenez and Burton LLC","Fowler, Jimenez",US,Transportation,A,IOAR004G58O9QJP0XS53,1945-10-22,178783,32422381986
ENT-000552,May-Turner SAS,May-Turner SAS,FR,Energy,A-,MSCN00X8EIQETK5LP920,1925-06-06,440418,15808046546
ENT-000553,Ballard Ltd Holdings,Ballard Ltd,GB,Real Estate,B+,0S2U00TBTTY9GFYW4I29,1936-04-13,145982,18901704938
ENT-000554,Evans-Jones Capital,Evans-Jones Capital,DK,Transportation,NR,,1983-12-23,168789,47829370667
ENT-000555,Moore Group Holdings,Moore Group,CA,Hedge Fund,BBB+,JUL700W8COF3138I2X60,1962-11-16,36988,21256108256
ENT-000556,Marshall-Peterson LLC,Marshall-Peterson LLC,JP,Consumer Goods,A+,,1936-12-07,232469,43561412527
ENT-000557,Edwards Ltd NV,Edwards Ltd,AU,Materials,BBB,AELD00WQXKE0QC96MJ15,1920-03-31,328685,27773616329
ENT-000558,Gross-Valencia GmbH,Gross-Valencia GmbH,LU,Transportation,BBB,Z5RK00SD085I4RZPCD45,2014-11-19,266255,27182216458
ENT-000559,Anderson-Wood Limited,Anderson-Wood Limited,AU,Banking,AA-,,1987-02-14,127277,32580794700
ENT-000560,"Rodriguez, Allen and Martinez SRL","Rodriguez, Allen",HK,Real Estate,B+,XD2Z00U4NS7NVV28UE40,1970-08-26,376600,3196886163
ENT-000561,Wright-Davis Holdings,Wright-Davis Holdings,SE,Technology,BB,PQ5B00O20P6HGWLKOB68,1963-03-25,130400,31252998518
ENT-000562,Dougherty-Lin LLC,Dougherty-Lin LLC,US,Materials,BBB-,ZW1F00U5X012GRDMT239,1918-03-06,479299,7395778863
ENT-000563,Wright-Grimes Group,Wright-Grimes Group,DK,Energy,AA,RGNJ00ZM3618LEU6ZU81,1935-08-22,48959,47633616103
ENT-000564,Li PLC NV,Li PLC,IE,Materials,BBB,,1926-02-26,375341,35820831403
ENT-000565,"Edwards, Hines and Jimenez Group","Edwards, Hines",SE,Transportation,BBB+,7D83005KUC9PBTYJR338,1979-01-06,339693,16370476636
ENT-000566,"Owens, Koch and Jimenez BV","Owens, Koch",JP,Technology,BB,IAW400OTUO4UW590Z943,1942-02-11,167863,23795804139
ENT-000567,Landry PLC GmbH,Landry PLC,DE,Technology,BBB+,,1996-08-01,303550,4848107384
ENT-000568,Levy-Lewis Holdings,Levy-Lewis Holdings,BE,Telecommunications,AA+,TD3I00MZ93IJ4QPVC912,1962-05-16,249899,4930207601
ENT-000569,Williams-Campbell Group,Williams-Campbell Group,SE,Utilities,BB+,ZU8000ZRZ79HQTYLU562,1901-03-21,319613,47472248621
