entity_id,counterparty_id
ENT-039844,CP-025246
ENT-056092,CP-024061
ENT-031974,CP-039024
ENT-027296,CP-036956
ENT-040698,CP-017513
ENT-077059,CP-068148
ENT-085029,CP-005763
ENT-054093,CP-042329
ENT-032937,CP-061123
ENT-056747,CP-000477
ENT-020483,CP-047521
ENT-007422,CP-026674
ENT-097213,CP-041493
ENT-049305,CP-049690
ENT-082708,CP-068122
ENT-083002,CP-013754
ENT-045417,CP-001882
ENT-048906,CP-027568
ENT-000557,CP-042073
ENT-012813,CP-065094
ENT-053655,CP-056575
ENT-022159,CP-000381
ENT-097442,CP-047858
ENT-009734,CP-041479
ENT-082494,CP-061188
ENT-068303,CP-014718
ENT-047003,CP-000935
ENT-092281,CP-038548
ENT-092305,CP-021834
ENT-019579,CP-017528
ENT-025816,CP-055603
ENT-052917,CP-024880
ENT-055647,CP-011297
ENT-046270,CP-048837
ENT-005519,CP-032288
ENT-082201,CP-056976
ENT-035996,CP-001638
ENT-080080,CP-013044
ENT-042874,CP-022561
ENT-064607,CP-035223
ENT-032347,CP-052140
ENT-082908,CP-056245
ENT-032066,CP-013657
ENT-052274,CP-065494
ENT-078344,CP-008804
ENT-094616,CP-044855
ENT-085451,CP-035284
ENT-041634,CP-050929
ENT-010466,CP-013656
ENT-022340,CP-066475
ENT-076971,CP-054798
ENT-057743,CP-026729
ENT-026927,CP-001754
ENT-083549,CP-026076
ENT-012518,CP-046695
ENT-055942,CP-041976
ENT-090642,CP-045512
ENT-022455,CP-055545
ENT-093597,CP-061949
ENT-034703,CP-011049
ENT-042559,CP-055872
ENT-017697,CP-052839
ENT-056135,CP-000397
ENT-092283,CP-058003
ENT-086659,CP-061393
ENT-021641,CP-040763
ENT-069133,CP-042865
ENT-005143,CP-065685
ENT-021952,CP-026551
ENT-089325,CP-046187
ENT-019595,CP-026903
ENT-002917,CP-021356
ENT-096896,CP-030015
ENT-043776,CP-026772
ENT-028757,CP-040933
ENT-038629,CP-046866
ENT-065390,CP-035055
ENT-031772,CP-021508
ENT-048585,CP-049689
ENT-043236,CP-063074
ENT-027543,CP-054657
ENT-061317,CP-028105
ENT-004173,CP-020570
ENT-008244,CP-004972
ENT-020671,CP-026934
ENT-007509,CP-022271
ENT-077226,CP-003856
ENT-061765,CP-055518
ENT-027344,CP-035543
ENT-061541,CP-058233
ENT-086944,CP-024447
ENT-067956,CP-034953
ENT-035324,CP-065129
ENT-031952,CP-041546
ENT-050045,CP-030373
ENT-078294,CP-022774
ENT-035829,CP-046071
ENT-036433,CP-069215
ENT-085213,CP-010672
ENT-005267,CP-032178
ENT-067027,CP-061407
ENT-025552,CP-053489
ENT-021670,CP-020875
ENT-004616,CP-025380
ENT-080059,CP-026304
ENT-077523,CP-018316
ENT-090883,CP-016379
ENT-094151,CP-055111
ENT-043856,CP-005578
ENT-005075,CP-063310
ENT-015920,CP-005799
ENT-066959,CP-031222
ENT-051503,CP-066846
ENT-004550,CP-045889
ENT-073496,CP-043595
ENT-004792,CP-056171
ENT-074773,CP-050571
ENT-025058,CP-036566
ENT-089773,CP-013947
ENT-024556,CP-051679
ENT-048923,CP-012649
ENT-058184,CP-018796
ENT-000939,CP-007247
ENT-056442,CP-056015
ENT-012349,CP-035684
ENT-002184,CP-025342
ENT-003624,CP-029256
ENT-012848,CP-056890
ENT-081368,CP-053386
ENT-000311,CP-053341
ENT-053502,CP-003025
ENT-015563,CP-062612
ENT-020528,CP-033227
ENT-082475,CP-017250
ENT-053446,CP-047799
ENT-082136,CP-063749
ENT-078666,CP-025530
ENT-060918,CP-058169
ENT-093968,CP-049462
ENT-090087,CP-061967
ENT-034180,CP-030229
ENT-000957,CP-027962
ENT-031318,CP-058311
ENT-038254,CP-018459
ENT-055369,CP-036831
ENT-068457,CP-067571
ENT-034274,CP-051295
ENT-003565,CP-037564
ENT-005896,CP-000689
ENT-012621,CP-026572
ENT-073355,CP-002284
ENT-061204,CP-029672
ENT-004582,CP-042654
ENT-044919,CP-005735
ENT-099606,CP-040023
ENT-090405,CP-064931
ENT-088497,CP-020131
ENT-033416,CP-054780
ENT-052489,CP-051631
ENT-093190,CP-058595
ENT-005913,CP-001163
ENT-026316,CP-039058
ENT-019226,CP-024928
ENT-063666,CP-004958
ENT-067200,CP-031731
ENT-008631,CP-068205
ENT-067764,CP-007675
ENT-003764,CP-042577
ENT-047812,CP-032399
ENT-061968,CP-041045
ENT-006876,CP-022512
ENT-061522,CP-025202
ENT-076920,CP-010032
ENT-000256,CP-004576
ENT-018069,CP-061069
ENT-030544,CP-029055
ENT-088235,CP-060966
ENT-008761,CP-009280
ENT-088975,CP-066240
ENT-069750,CP-066363
ENT-068106,CP-057529
ENT-032504,CP-020143
ENT-079175,CP-065296
ENT-068382,CP-035563
ENT-061878,CP-056818
ENT-059897,CP-005939
ENT-088850,CP-008434
ENT-073500,CP-048727
ENT-020998,CP-029929
ENT-094697,CP-050186
ENT-001849,CP-035016
ENT-046050,CP-064904
ENT-036474,CP-007661
ENT-024743,CP-065594
ENT-021133,CP-014142
ENT-002713,CP-001005
ENT-067887,CP-039951
ENT-003604,CP-054692
ENT-028257,CP-039660
ENT-091706,CP-034103
ENT-023814,CP-005845
ENT-049783,CP-004691
ENT-050314,CP-063089
ENT-040992,CP-039506
ENT-094996,CP-013401
ENT-019553,CP-032067
ENT-058364,CP-001100
ENT-067387,CP-069528
ENT-025102,CP-025553
ENT-044005,CP-047976
ENT-081692,CP-039570
ENT-016636,CP-037503
ENT-070686,CP-023281
ENT-068100,CP-043881
ENT-034122,CP-026506
ENT-001929,CP-018767
ENT-033088,CP-062068
ENT-008205,CP-008118
ENT-098594,CP-025007
ENT-050875,CP-050022
ENT-047156,CP-012129
ENT-032337,CP-037918
ENT-033213,CP-035649
ENT-083582,CP-054422
ENT-090116,CP-057160
ENT-011653,CP-039286
ENT-073360,CP-053297
ENT-068356,CP-043683
ENT-065976,CP-045237
ENT-079040,CP-010366
ENT-011294,CP-038003
ENT-052540,CP-036008
ENT-023000,CP-049695
ENT-052801,CP-055591
ENT-087053,CP-041039
ENT-005120,CP-043315
ENT-078079,CP-058292
ENT-052738,CP-013943
ENT-071418,CP-041461
ENT-002015,CP-013097
ENT-071264,CP-033224
ENT-058219,CP-035141
ENT-023284,CP-024232
ENT-041645,CP-042470
ENT-080327,CP-030071
ENT-030999,CP-026079
ENT-088689,CP-005059
ENT-072495,CP-036514
ENT-055241,CP-044663
ENT-037739,CP-046685
ENT-008752,CP-041489
ENT-031194,CP-031317
ENT-029649,CP-012063
ENT-087081,CP-052841
ENT-025771,CP-004911
ENT-070884,CP-010525
ENT-051936,CP-035234
ENT-091705,CP-009359
ENT-010913,CP-009229
ENT-086424,CP-037573
ENT-016599,CP-015394
ENT-003389,CP-039366
ENT-018954,CP-016309
ENT-058695,CP-055138
ENT-063715,CP-036304
ENT-035418,CP-045447
ENT-008410,CP-010487
ENT-078741,CP-041698
ENT-043965,CP-022410
ENT-095024,CP-020733
ENT-032169,CP-041727
ENT-098824,CP-011745
ENT-097009,CP-026248
ENT-045294,CP-036277
ENT-099952,CP-005122
ENT-034571,CP-031575
ENT-083721,CP-044114
ENT-019429,CP-014560
ENT-003848,CP-056802
ENT-063379,CP-040996
ENT-074871,CP-062273
ENT-052101,CP-006696
ENT-070157,CP-032075
ENT-057236,CP-009123
ENT-074346,CP-036399
ENT-007381,CP-014346
ENT-057682,CP-031548
ENT-019868,CP-020668
ENT-095963,CP-056520
ENT-014022,CP-024516
ENT-032136,CP-000389
ENT-083132,CP-065861
ENT-093372,CP-050386
ENT-054499,CP-051745
ENT-014348,CP-029918
ENT-067501,CP-050771
ENT-029727,CP-019898
ENT-066035,CP-039345
ENT-031132,CP-025248
ENT-009132,CP-033803
ENT-017725,CP-067669
ENT-082895,CP-029899
ENT-006042,CP-017395
ENT-083223,CP-038216
ENT-001392,CP-008792
ENT-074505,CP-069420
ENT-038993,CP-067851
ENT-078839,CP-069751
ENT-009202,CP-050465
ENT-017792,CP-066967
ENT-054079,CP-007695
ENT-057436,CP-040168
ENT-093752,CP-025874
ENT-003915,CP-047327
ENT-028867,CP-067695
ENT-052988,CP-036322
ENT-018325,CP-053420
ENT-060758,CP-027731
ENT-035782,CP-012390
ENT-040039,CP-035056
ENT-010614,CP-036875
ENT-085741,CP-067482
ENT-099155,CP-027852
ENT-021587,CP-015540
ENT-074533,CP-005584
ENT-047638,CP-008084
ENT-069843,CP-012420
ENT-016621,CP-013822
ENT-086443,CP-059022
ENT-021985,CP-022968
ENT-045328,CP-058421
ENT-097509,CP-050931
ENT-047556,CP-069952
ENT-009343,CP-063960
ENT-020016,CP-011845
ENT-075516,CP-040042
ENT-020312,CP-026223
ENT-090082,CP-057895
ENT-078942,CP-027936
ENT-029409,CP-035144
ENT-069332,CP-001124
ENT-041793,CP-016197
ENT-014497,CP-053149
ENT-045256,CP-051969
ENT-011841,CP-039493
ENT-088154,CP-016646
ENT-057305,CP-041855
ENT-032692,CP-027843
ENT-071673,CP-004154
ENT-008239,CP-024302
ENT-069600,CP-032626
ENT-040294,CP-018176
ENT-060087,CP-030123
ENT-004583,CP-061154
ENT-094989,CP-016651
ENT-074246,CP-013802
ENT-091912,CP-034234
ENT-018489,CP-028772
ENT-094676,CP-025536
ENT-067587,CP-020166
ENT-021407,CP-055309
ENT-042591,CP-046859
ENT-056260,CP-016978
ENT-063130,CP-068951
ENT-050075,CP-043444
ENT-064189,CP-065726
ENT-076287,CP-017714
ENT-039163,CP-043109
ENT-082946,CP-028992
ENT-073502,CP-051860
ENT-069757,CP-057193
ENT-007085,CP-014570
ENT-084681,CP-065606
ENT-017660,CP-029229
ENT-021623,CP-048930
ENT-005867,CP-030868
ENT-035322,CP-001146
ENT-012369,CP-039532
ENT-074058,CP-034618
ENT-098314,CP-069564
ENT-064935,CP-046630
ENT-064783,CP-050267
ENT-025736,CP-005444
ENT-018897,CP-049639
ENT-052182,CP-025030
ENT-077666,CP-012965
ENT-097748,CP-042235
ENT-095574,CP-031774
ENT-024313,CP-030541
ENT-021746,CP-030801
ENT-020623,CP-050394
ENT-081326,CP-069878
ENT-014559,CP-051475
ENT-048058,CP-035544
ENT-078807,CP-011218
ENT-084068,CP-003978
ENT-068440,CP-067161
ENT-008859,CP-020242
ENT-038756,CP-007096
ENT-026091,CP-048765
ENT-018448,CP-023679
ENT-046027,CP-063322
ENT-035171,CP-021649
ENT-063411,CP-007990
ENT-021987,CP-030952
ENT-033039,CP-052285
ENT-077329,CP-050105
ENT-004881,CP-012870
ENT-009689,CP-029979
ENT-048174,CP-021064
ENT-073842,CP-052207
ENT-061416,CP-030537
ENT-078627,CP-032966
ENT-059923,CP-010518
ENT-043804,CP-027023
ENT-054868,CP-060330
ENT-003716,CP-006882
ENT-073233,CP-009497
ENT-055283,CP-030363
ENT-038124,CP-048715
ENT-093284,CP-045091
ENT-062904,CP-027136
ENT-045698,CP-023967
ENT-033465,CP-033723
ENT-093600,CP-027000
ENT-047242,CP-047717
ENT-036351,CP-052100
ENT-000659,CP-003907
ENT-047487,CP-017071
ENT-061752,CP-056428
ENT-017000,CP-037823
ENT-096754,CP-049570
ENT-077341,CP-007550
ENT-016126,CP-057022
ENT-068542,CP-015915
ENT-070306,CP-030675
ENT-017801,CP-011648
ENT-099238,CP-018475
ENT-028844,CP-048212
ENT-078904,CP-017904
ENT-020937,CP-017899
ENT-011188,CP-062555
ENT-085358,CP-066440
ENT-066767,CP-005943
ENT-059261,CP-016349
ENT-015244,CP-060750
ENT-002428,CP-060396
ENT-095189,CP-044924
ENT-088680,CP-064936
ENT-013802,CP-029169
ENT-077683,CP-030970
ENT-032352,CP-022064
ENT-054216,CP-020536
ENT-028931,CP-022648
ENT-015219,CP-033468
ENT-036565,CP-046812
ENT-052992,CP-059279
ENT-065631,CP-038164
ENT-017866,CP-026636
ENT-039552,CP-053312
ENT-054860,CP-041902
ENT-032195,CP-026936
ENT-069615,CP-056907
ENT-067429,CP-054398
ENT-030830,CP-046061
ENT-075734,CP-002443
ENT-069217,CP-022222
ENT-089313,CP-048043
ENT-071908,CP-024765
ENT-002141,CP-031798
ENT-093629,CP-014971
ENT-018517,CP-047645
ENT-090381,CP-059347
ENT-033000,CP-008613
ENT-061564,CP-018457
ENT-060996,CP-024894
ENT-085824,CP-052186
ENT-049718,CP-056009
ENT-088543,CP-001589
ENT-040916,CP-009546
ENT-065227,CP-027413
ENT-090056,CP-052757
ENT-087430,CP-065498
ENT-068319,CP-066413
ENT-090168,CP-052739
ENT-042340,CP-037957
ENT-044766,CP-004533
ENT-059021,CP-057490
ENT-049043,CP-037453
ENT-015308,CP-025447
ENT-084693,CP-042728
ENT-034191,CP-023213
ENT-005005,CP-005330
ENT-054000,CP-039489
ENT-013895,CP-048083
ENT-018962,CP-051220
ENT-000443,CP-067377
ENT-040717,CP-016749
ENT-025341,CP-066182
ENT-084049,CP-034095
ENT-031878,CP-013414
ENT-018004,CP-023588
ENT-078484,CP-013437
ENT-056913,CP-023073
ENT-037584,CP-018239
ENT-064857,CP-030176
ENT-023857,CP-009532
ENT-000383,CP-027591
ENT-073941,CP-034426
ENT-033990,CP-068213
ENT-007595,CP-033058
ENT-016204,CP-036351
ENT-055695,CP-048537
ENT-095229,CP-056415
ENT-059577,CP-056144
ENT-099374,CP-069893
ENT-012187,CP-041309
ENT-037605,CP-050505
ENT-073042,CP-045037
ENT-025932,CP-007426
ENT-008939,CP-022080
ENT-053319,CP-027612
ENT-019311,CP-051017
ENT-029745,CP-009184
ENT-037915,CP-046110
ENT-017711,CP-061215
ENT-016548,CP-012104
ENT-026290,CP-052195
ENT-060960,CP-037537
ENT-058504,CP-058785
ENT-018148,CP-026508
ENT-086788,CP-003426
ENT-032639,CP-002366
ENT-002486,CP-020719
ENT-031670,CP-028862
ENT-010241,CP-022183
ENT-083414,CP-007468
ENT-020406,CP-040247
ENT-070407,CP-065423
ENT-072691,CP-037992
ENT-002211,CP-028296
ENT-096674,CP-035920
ENT-097912,CP-013617
ENT-054879,CP-058474
ENT-013012,CP-009734
ENT-045212,CP-060660
ENT-028364,CP-067015
ENT-028241,CP-022053
ENT-077960,CP-003065
ENT-002243,CP-027235
ENT-008284,CP-030643
ENT-004716,CP-026499
ENT-068927,CP-039118
ENT-051513,CP-065955
ENT-093902,CP-042540
ENT-024732,CP-031927
ENT-087786,CP-004323
ENT-052995,CP-050712
ENT-024558,CP-017676
ENT-033617,CP-045263
ENT-029302,CP-011030
ENT-099531,CP-016303
ENT-082517,CP-061372
ENT-051260,CP-048193
ENT-059547,CP-048994
ENT-079048,CP-011369
ENT-059527,CP-032258
ENT-086186,CP-057663
ENT-098493,CP-023482
ENT-003144,CP-010574
ENT-065507,CP-033380
ENT-066360,CP-028706
ENT-097931,CP-024405
ENT-069395,CP-011345
ENT-068795,CP-063428
ENT-092463,CP-066358
ENT-028636,CP-004796
ENT-068429,CP-013053
ENT-083824,CP-032777
ENT-005617,CP-069865
ENT-008334,CP-032111
ENT-027934,CP-030607
ENT-021271,CP-006812
ENT-019312,CP-027722
ENT-059875,CP-021747
ENT-052100,CP-049230
ENT-013838,CP-061589
ENT-021675,CP-045162
ENT-076460,CP-035507
ENT-016422,CP-044098
ENT-069748,CP-016971
ENT-022828,CP-001540
ENT-031671,CP-035405
ENT-043205,CP-043495
ENT-022833,CP-062744
ENT-001030,CP-009099
ENT-045176,CP-032890
ENT-057773,CP-005430
ENT-093181,CP-053435
ENT-074147,CP-049942
ENT-035365,CP-036697
ENT-033522,CP-047040
ENT-088285,CP-035167
ENT-080632,CP-050576
ENT-093821,CP-058784
ENT-079590,CP-005231
ENT-036685,CP-065082
ENT-093537,CP-017792
ENT-007878,CP-045477
ENT-082360,CP-041449
ENT-053343,CP-020095
ENT-041541,CP-017993
ENT-091322,CP-025769
ENT-027961,CP-062589
ENT-074473,CP-066887
ENT-070099,CP-018434
ENT-030287,CP-018201
ENT-051405,CP-000027
ENT-012911,CP-037103
ENT-032240,CP-002132
ENT-003845,CP-062465
ENT-002309,CP-030632
ENT-000325,CP-061821
ENT-066942,CP-020304
ENT-098387,CP-052235
ENT-002781,CP-002116
ENT-062550,CP-048047
ENT-027153,CP-062657
ENT-053202,CP-026951
ENT-038540,CP-029116
ENT-078371,CP-054322
ENT-079907,CP-068738
ENT-078109,CP-032275
ENT-037395,CP-057852
ENT-000277,CP-007040
ENT-042665,CP-029670
ENT-048380,CP-023446
ENT-088347,CP-033826
ENT-040285,CP-062456
ENT-007730,CP-009621
ENT-073618,CP-042658
ENT-027525,CP-020373
ENT-089096,CP-053406
ENT-080764,CP-058767
ENT-015483,CP-057050
ENT-013741,CP-039095
ENT-074714,CP-054975
ENT-045317,CP-037880
ENT-047271,CP-008250
ENT-052851,CP-053058
ENT-051365,CP-023337
ENT-014313,CP-019558
ENT-042093,CP-003772
ENT-030279,CP-046778
ENT-071459,CP-060085
ENT-001082,CP-050627
ENT-048980,CP-033210
ENT-065059,CP-030787
ENT-008828,CP-062498
ENT-062180,CP-020295
ENT-096535,CP-039571
ENT-006291,CP-064015
ENT-006658,CP-036468
ENT-006535,CP-067966
ENT-093515,CP-056888
ENT-052534,CP-055690
ENT-055489,CP-025469
ENT-074067,CP-017849
ENT-023983,CP-001729
ENT-034739,CP-026968
ENT-073209,CP-069633
ENT-029414,CP-003859
ENT-052420,CP-026275
ENT-070843,CP-069866
ENT-080688,CP-024167
ENT-047668,CP-036933
ENT-034261,CP-064707
ENT-017894,CP-044215
ENT-088856,CP-050624
ENT-022337,CP-012274
ENT-068017,CP-021038
ENT-000641,CP-050698
ENT-005254,CP-061104
ENT-057456,CP-005590
ENT-010631,CP-057038
ENT-076850,CP-028382
ENT-032141,CP-044677
ENT-031890,CP-013830
ENT-030160,CP-007806
ENT-069230,CP-019408
ENT-061175,CP-057882
ENT-021845,CP-022640
ENT-039184,CP-042130
ENT-067672,CP-011182
ENT-027050,CP-051868
ENT-014531,CP-018277
ENT-046202,CP-062964
ENT-055048,CP-029958
ENT-097465,CP-007497
ENT-055767,CP-016667
ENT-036567,CP-036162
ENT-044161,CP-030195
ENT-031914,CP-025693
ENT-036274,CP-050863
ENT-068410,CP-025621
ENT-029652,CP-047654
ENT-052709,CP-048807
ENT-095243,CP-013724
ENT-014423,CP-052675
ENT-020159,CP-013534
ENT-063847,CP-062510
ENT-081018,CP-062791
ENT-025112,CP-061631
ENT-031351,CP-010669
ENT-023749,CP-010474
ENT-071032,CP-027028
ENT-064528,CP-068081
ENT-053804,CP-007707
ENT-077783,CP-034390
ENT-097563,CP-028601
ENT-073734,CP-065964
ENT-003946,CP-019219
ENT-085412,CP-006572
ENT-099843,CP-062335
ENT-060746,CP-011027
ENT-032114,CP-044195
ENT-000759,CP-050556
ENT-089386,CP-037893
ENT-040882,CP-048702
ENT-003349,CP-054613
ENT-076541,CP-063101
ENT-031483,CP-034116
ENT-027167,CP-061915
ENT-079304,CP-027434
ENT-001138,CP-021869
ENT-094150,CP-054291
ENT-097542,CP-066010
ENT-032948,CP-021475
ENT-099555,CP-042726
ENT-033102,CP-068579
ENT-099844,CP-055995
ENT-055941,CP-024899
ENT-035883,CP-052455
ENT-084668,CP-009624
ENT-098034,CP-024836
ENT-097279,CP-018831
ENT-043300,CP-019568
ENT-007333,CP-001158
ENT-028961,CP-056632
ENT-076807,CP-024143
ENT-050786,CP-033415
ENT-025370,CP-000584
ENT-009318,CP-019915
ENT-020775,CP-036979
ENT-083011,CP-042759
ENT-096941,CP-012099
ENT-012406,CP-038667
ENT-056733,CP-046822
ENT-006205,CP-031291
ENT-084550,CP-005151
ENT-049272,CP-043871
ENT-033036,CP-067090
ENT-097333,CP-057880
ENT-096239,CP-053877
ENT-061234,CP-046796
ENT-048587,CP-059816
ENT-098210,CP-049753
ENT-020303,CP-002958
ENT-055095,CP-006423
ENT-071494,CP-020934
ENT-037766,CP-024711
ENT-071722,CP-005974
ENT-067950,CP-027869
ENT-019603,CP-049000
ENT-068436,CP-055731
ENT-096599,CP-044047
ENT-096286,CP-068310
ENT-085747,CP-023580
ENT-002504,CP-017200
ENT-066997,CP-062841
ENT-049872,CP-058315
ENT-059467,CP-061714
ENT-062916,CP-020249
ENT-010111,CP-053721
ENT-052305,CP-030067
ENT-015100,CP-068463
ENT-028038,CP-015207
ENT-067330,CP-008012
ENT-099692,CP-051285
ENT-089885,CP-028077
ENT-001059,CP-067137
ENT-050409,CP-060505
ENT-014198,CP-001846
ENT-045547,CP-030086
ENT-097860,CP-041474
ENT-072204,CP-029668
ENT-071787,CP-029181
ENT-041789,CP-004596
ENT-028073,CP-048751
ENT-072444,CP-043556
ENT-059898,CP-051130
ENT-009365,CP-069075
ENT-036994,CP-011478
ENT-087596,CP-017559
ENT-010329,CP-037675
ENT-024219,CP-064202
ENT-097956,CP-058124
ENT-062684,CP-019330
ENT-099226,CP-046397
ENT-044856,CP-005083
ENT-039621,CP-002440
ENT-087533,CP-010682
ENT-012155,CP-028603
ENT-085695,CP-011212
ENT-065145,CP-011757
ENT-039076,CP-020862
ENT-003433,CP-009633
ENT-094797,CP-027257
ENT-066892,CP-044343
ENT-049294,CP-038518
ENT-047365,CP-050431
ENT-046343,CP-017729
ENT-046805,CP-044628
ENT-031420,CP-066171
ENT-088822,CP-006450
ENT-061043,CP-069777
ENT-089377,CP-061551
ENT-005245,CP-044784
ENT-080621,CP-005871
ENT-062698,CP-003872
ENT-069972,CP-041264
ENT-051000,CP-020409
ENT-066999,CP-022932
ENT-064178,CP-022828
ENT-066162,CP-026918
ENT-091889,CP-061043
ENT-028474,CP-027003
ENT-051945,CP-041025
ENT-048811,CP-027171
ENT-092323,CP-021902
ENT-056728,CP-019379
ENT-095700,CP-005263
ENT-082633,CP-060822
ENT-024457,CP-057931
ENT-029646,CP-003565
ENT-002994,CP-061373
ENT-036175,CP-052542
ENT-097983,CP-028878
ENT-025427,CP-059948
ENT-087313,CP-048240
ENT-028270,CP-056154
ENT-017502,CP-045362
ENT-065122,CP-045728
ENT-093031,CP-055183
ENT-051816,CP-002023
ENT-076643,CP-035318
ENT-042084,CP-060709
ENT-058992,CP-038884
ENT-023972,CP-015779
ENT-084295,CP-049582
ENT-080035,CP-037917
ENT-047750,CP-053007
ENT-067323,CP-028170
ENT-005947,CP-022882
ENT-062939,CP-041798
ENT-071338,CP-054639
ENT-033362,CP-038924
ENT-096948,CP-001961
ENT-036063,CP-024777
ENT-061883,CP-044036
ENT-019094,CP-048028
ENT-090732,CP-037901
ENT-079163,CP-028761
ENT-036771,CP-015433
ENT-010036,CP-008381
ENT-017668,CP-066462
ENT-074090,CP-064616
ENT-060432,CP-027281
ENT-038175,CP-062388
ENT-083196,CP-026690
ENT-044949,CP-060465
ENT-042095,CP-014657
ENT-005020,CP-024097
ENT-011835,CP-021165
ENT-056448,CP-008294
ENT-052841,CP-010828
ENT-004865,CP-025697
ENT-054595,CP-038309
ENT-090892,CP-044381
ENT-076338,CP-068060
ENT-028295,CP-051642
ENT-017597,CP-059555
ENT-066559,CP-018275
ENT-022603,CP-038553
ENT-030265,CP-000736
ENT-096684,CP-023238
ENT-049286,CP-028220
ENT-057983,CP-015439
ENT-016068,CP-021849
ENT-037297,CP-058154
ENT-052560,CP-039080
ENT-061652,CP-061771
ENT-019815,CP-033419
ENT-024686,CP-003214
ENT-074394,CP-030597
ENT-019816,CP-061843
ENT-096043,CP-036985
ENT-074198,CP-039254
ENT-006782,CP-035461
ENT-032526,CP-048532
ENT-018948,CP-016078
ENT-021723,CP-042108
ENT-021941,CP-010848
ENT-074577,CP-051611
ENT-084909,CP-018683
ENT-051680,CP-053422
ENT-028217,CP-027064
ENT-075125,CP-020020
ENT-087499,CP-047177
ENT-008003,CP-019357
ENT-004533,CP-009010
ENT-074371,CP-026213
ENT-039706,CP-030354
ENT-001447,CP-063490
ENT-077749,CP-059487
ENT-088175,CP-037961
ENT-048494,CP-002045
ENT-043405,CP-046500
ENT-064791,CP-062867
ENT-010908,CP-056899
ENT-040143,CP-024904
ENT-015070,CP-065359
ENT-037355,CP-038792
ENT-033786,CP-067885
ENT-021550,CP-024027
ENT-079106,CP-046098
ENT-082329,CP-031417
ENT-076601,CP-068307
ENT-001324,CP-001939
ENT-013364,CP-049501
ENT-089490,CP-059199
ENT-047424,CP-062776
ENT-068794,CP-050766
ENT-041985,CP-056610
ENT-005401,CP-046355
ENT-021132,CP-025511
ENT-080700,CP-024374
ENT-009194,CP-066518
ENT-082058,CP-068662
ENT-015300,CP-064399
ENT-038066,CP-004856
ENT-073576,CP-060597
ENT-076512,CP-016674
ENT-080057,CP-020112
ENT-079061,CP-014909
ENT-087175,CP-005147
ENT-023529,CP-001052
ENT-097804,CP-054282
ENT-044393,CP-020297
ENT-084264,CP-012743
ENT-048047,CP-028333
ENT-080339,CP-022408
ENT-075258,CP-066972
ENT-090285,CP-036243
ENT-069493,CP-053023
ENT-060285,CP-064561
ENT-007455,CP-019230
ENT-023611,CP-032926
ENT-083146,CP-059315
ENT-019308,CP-060803
ENT-026452,CP-030681
ENT-064007,CP-045314
ENT-085343,CP-011519
ENT-073747,CP-059730
ENT-082325,CP-006520
ENT-027023,CP-002614
ENT-000880,CP-069089
ENT-038429,CP-040807
ENT-065089,CP-044696
ENT-049391,CP-065439
ENT-078455,CP-050377
ENT-091493,CP-043584
ENT-026020,CP-024705
ENT-025013,CP-054256
ENT-055411,CP-068011
ENT-082810,CP-042197
ENT-075200,CP-033095
ENT-080406,CP-041741
ENT-066540,CP-063309
ENT-075899,CP-007321
ENT-064466,CP-056157
ENT-001033,CP-062149
ENT-003906,CP-066575
ENT-031981,CP-060588
ENT-030638,CP-036180
ENT-018577,CP-015810
ENT-023856,CP-067562
ENT-096531,CP-007448
ENT-020403,CP-008514
ENT-015530,CP-010332
ENT-084236,CP-064553
ENT-055323,CP-006983
ENT-089030,CP-049568
ENT-053661,CP-068417
ENT-041911,CP-033408
ENT-027826,CP-043416
ENT-000103,CP-013351
ENT-087613,CP-019573
ENT-079679,CP-018215
ENT-096996,CP-068434
ENT-060724,CP-018794
ENT-033333,CP-009732
ENT-006512,CP-007660
ENT-071588,CP-032998
ENT-078833,CP-051236
ENT-070870,CP-055005
ENT-071201,CP-048639
ENT-089924,CP-025799
ENT-083273,CP-007666
ENT-006413,CP-028740
ENT-094550,CP-060681
ENT-004401,CP-061513
ENT-078793,CP-036511
ENT-003978,CP-010045
ENT-036605,CP-009376
ENT-043598,CP-029482
ENT-052881,CP-013237
ENT-063375,CP-039522
ENT-024708,CP-044713
ENT-075643,CP-014563
ENT-075171,CP-020964
ENT-081991,CP-018937
ENT-028683,CP-010754
ENT-006117,CP-019788
ENT-099435,CP-061066
ENT-004772,CP-058843
ENT-016909,CP-063627
ENT-099658,CP-052021
ENT-003475,CP-049893
ENT-098644,CP-056218
ENT-002130,CP-013318
ENT-051486,CP-016958
ENT-071807,CP-029604
ENT-011172,CP-026574
ENT-089308,CP-022039
ENT-006210,CP-054678
ENT-075324,CP-002157
ENT-029082,CP-057060
ENT-093792,CP-009061
ENT-092294,CP-021783
ENT-051052,CP-055379
ENT-093179,CP-055190
ENT-065611,CP-056650
ENT-057234,CP-069925
ENT-081496,CP-051932
ENT-096544,CP-007524
ENT-035676,CP-011233
ENT-024625,CP-002039
ENT-034357,CP-065167
ENT-082212,CP-007542
ENT-053165,CP-061202
ENT-030831,CP-069460
ENT-050807,CP-022795
ENT-033473,CP-019446
ENT-088126,CP-041720
ENT-099050,CP-034991
ENT-020065,CP-022740
ENT-012964,CP-024764
ENT-024645,CP-045069
ENT-081838,CP-059063
ENT-014074,CP-016173
ENT-050929,CP-027240
ENT-095621,CP-013469
ENT-045715,CP-020397
ENT-036021,CP-022059
ENT-022452,CP-019902
